Unnamed: 0,Title,Summary,Topic List,Topic Content Data,Sources,Location,Country,Latitude,Longitude,Date,Time Level,Source_Report_IDs,Report_Id
189,"Myrne, Ukraine 2023-05-04 00:00:00","2023-05-04 00:00:00, Myrne,
Tactical Event Report

Summary:

On May 4th, 2023, five events were reported in Myrne. Russian troops continue to suffer heavy losses on the battlefield, with all medical facilities in the temporarily occupied territory full of wounded soldiers. Russian forces launched an attack on Myrne, using Iranian-made Shahed-136/131 attack UAVs, with Ukrainian defenders destroying 18 out of 24 of them. The occupiers in Myrne are converting the sports hall of a local school into a military hospital, forcing the teaching staff to continue the educational process with compulsory school attendance by children. Civilian infrastructure in Myrne was destroyed and damaged due to missile strikes by the enemy, with civilian casualties recorded and private residential buildings and educational institutions destroyed and damaged. Sources for these events include Ukrinform News and the General Staff of the Armed Forces of Ukraine.


Total Events: 5

Military:
1. Russian Losses in Myrne - Russian troops continue to suffer heavy losses on the battlefield, all medical facilities in the temporarily occupied territory are full of wounded soldiers. | Source(s): Ukrinform News|General Staff of the Armed Forces of Ukraine

2. Russian Attack on Myrne - Russian forces launched an attack on Myrne, using Iranian-made Shahed-136/131 attack UAVs. Ukrainian defenders destroyed 18 out of 24 of them. The Russian aggressors are forcing the teaching staff to continue the educational process with compulsory school attendance by children. | Source(s): Ukrinform News|General Staff of the Armed Forces of Ukraine


Infrastructure:
1. Conversion of a local school's sports hall into a military hospital - The occupiers in Myrne are converting the sports hall of a local school into a military hospital, forcing the teaching staff to continue the educational process with compulsory school attendance by children. | Source(s): General Staff of the Armed Forces of Ukraine report|Ukrinform News report

2. Damage to civilian infrastructure - According to the General Staff of the Armed Forces of Ukraine, civilian infrastructure in Myrne was destroyed and damaged due to missile strikes by the enemy. | Source(s): General Staff of the Armed Forces of Ukraine report|Ukrinform News report


Civilian:
1. Civilian casualties and damage to private residential buildings and educational institutions - According to the General Staff of the Armed Forces of Ukraine, civilian casualties were recorded in Myrne due to missile strikes by the enemy. Private residential buildings and educational institutions were also destroyed and damaged. | Source(s): General Staff of the Armed Forces of Ukraine report|Ukrinform News report


","[' Military Operation', ' Military Losses', ' Civillian Impact', ' Infrastructure Impact', ' Infrastructure Impact']","Russian forces launched an attack on Myrne, using Iranian-made Shahed-136/131 attack UAVs. Ukrainian defenders destroyed 18 out of 24 of them. The Russian aggressors are forcing the teaching staff to continue the educational process with compulsory school attendance by children.

Russian troops continue to suffer heavy losses on the battlefield, all medical facilities in the temporarily occupied territory are full of wounded soldiers.

According to the General Staff of the Armed Forces of Ukraine, civilian casualties were recorded in Myrne due to missile strikes by the enemy. Private residential buildings and educational institutions were also destroyed and damaged.

The occupiers in Myrne are converting the sports hall of a local school into a military hospital, forcing the teaching staff to continue the educational process with compulsory school attendance by children.

According to the General Staff of the Armed Forces of Ukraine, civilian infrastructure in Myrne was destroyed and damaged due to missile strikes by the enemy.","['Ukrinform News|General Staff of the Armed Forces of Ukraine', 'Ukrinform News|General Staff of the Armed Forces of Ukraine', 'General Staff of the Armed Forces of Ukraine report|Ukrinform News report', 'General Staff of the Armed Forces of Ukraine report|Ukrinform News report', 'General Staff of the Armed Forces of Ukraine report|Ukrinform News report']",Myrne,Ukraine,46.9464984,35.4405448,2023-05-04,3,"acfb9f53-ebbf-4f03-b210-9b5c6382ee2d, acfb9f53-ebbf-4f03-b210-9b5c6382ee2d, cc3eff2d-a885-4ab3-b1d5-9acfb07026cd, cc3eff2d-a885-4ab3-b1d5-9acfb07026cd, cc3eff2d-a885-4ab3-b1d5-9acfb07026cd",e89014ee-5ffe-4053-9900-b643493105f1
190,"Odesa, Ukraine 2023-05-04 00:00:00","2023-05-04 00:00:00, Odesa,
Tactical Event Report

Summary:

On May 4th, 2023, two drones carrying a pro-Russian slogan hit a school dormitory in Odesa, Ukraine. This event marks the first successful drone attack in the area, despite Ukraine having downed 18 drones previously. No casualties were reported.


Total Events: 1

Civilian:
1. Two Drones Hit Odesa School Dormitory Carrying Pro-Russian Slogan - Two drones hit a school dormitory in Odesa, Ukraine, carrying a pro-Russian slogan. Although Ukraine has downed 18 drones, these two managed to hit their target. No casualties were reported. | Source(s): Twitter, weather_odessa


",[' Civillian Impact'],"Two drones hit a school dormitory in Odesa, Ukraine, carrying a pro-Russian slogan. Although Ukraine has downed 18 drones, these two managed to hit their target. No casualties were reported.","['Twitter, weather_odessa']",Odesa,Ukraine,46.4843023,30.7322878,2023-05-04,3,95a7c7d5-e0cc-404f-a364-6d954b9379e8,36b0e67f-2d62-4679-9030-1f774c14bfec
191,"Odesa, Ukraine 2023-05-09 00:00:00","2023-05-09 00:00:00, Odesa,
Tactical Event Report

Summary:

On May 7, a missile attack destroyed the rented warehouse of the Odesa regional organization of the Red Cross Society of Ukraine, resulting in the complete destruction of hundreds of tons of humanitarian aid and the death of a civilian security guard. Additionally, a recreation center in the Odesa region, which reportedly housed foreign mercenaries, was destroyed by an unknown cause, resulting in significant damage to the infrastructure of the building and surrounding area. The Ukroliyaprom association of fat and vegetable oil industry participants is facing logistics issues due to the inability to ship manufactured products, leading to the need to stop plants. This is due to the problem with quotas and the queue of agricultural products for export by sea, which is causing significant damage to the infrastructure of the industry.


Total Events: 4

Infrastructure:
1. Destruction of Red Cross Warehouse - The missile attack on May 7 that destroyed the Red Cross warehouse also caused significant damage to the infrastructure of the building and surrounding area. | Source(s): Twitter @SergiyKyslytsya, @KyivDiary, @NewVoiceUkraine, @OlegNikolenko_, @DefenceU

2. Destruction of Recreation Center - A recreation center in the Odesa region, which reportedly housed foreign mercenaries, was destroyed by an unknown cause, resulting in significant damage to the infrastructure of the building and surrounding area. | Source(s): Twitter @Spriter99880

3. Logistics Issues for Vegetable Oil and Fat Industry - The Ukroliyaprom association of fat and vegetable oil industry participants is facing logistics issues due to the inability to ship manufactured products, leading to the need to stop plants. This is due to the problem with quotas and the queue of agricultural products for export by sea, which is causing significant damage to the infrastructure of the industry. | Source(s): InterfaxUkraine


Civilian:
1. Missile Attack on Red Cross Warehouse - On May 7, a missile attack destroyed the rented warehouse of the Odesa regional organization of the Red Cross Society of Ukraine, resulting in the complete destruction of hundreds of tons of humanitarian aid and the death of a civilian security guard.  | Source(s): Twitter @SergiyKyslytsya, @KyivDiary, @NewVoiceUkraine, @OlegNikolenko_, @DefenceU


","[' Civillian Impact', ' Infrastructure Impact', ' Infrastructure Impact', ' Infrastructure Impact']","On May 7, a missile attack destroyed the rented warehouse of the Odesa regional organization of the Red Cross Society of Ukraine, resulting in the complete destruction of hundreds of tons of humanitarian aid and the death of a civilian security guard. 

The missile attack on May 7 that destroyed the Red Cross warehouse also caused significant damage to the infrastructure of the building and surrounding area.

A recreation center in the Odesa region, which reportedly housed foreign mercenaries, was destroyed by an unknown cause, resulting in significant damage to the infrastructure of the building and surrounding area.

The Ukroliyaprom association of fat and vegetable oil industry participants is facing logistics issues due to the inability to ship manufactured products, leading to the need to stop plants. This is due to the problem with quotas and the queue of agricultural products for export by sea, which is causing significant damage to the infrastructure of the industry.","['Twitter @SergiyKyslytsya, @KyivDiary, @NewVoiceUkraine, @OlegNikolenko_, @DefenceU', 'Twitter @SergiyKyslytsya, @KyivDiary, @NewVoiceUkraine, @OlegNikolenko_, @DefenceU', 'Twitter @Spriter99880', 'InterfaxUkraine']",Odesa,Ukraine,46.4843023,30.7322878,2023-05-09,3,"b8390db1-1b3a-4d8e-b167-97fa2192947d, b8390db1-1b3a-4d8e-b167-97fa2192947d, b8390db1-1b3a-4d8e-b167-97fa2192947d, b8390db1-1b3a-4d8e-b167-97fa2192947d",4f3f1719-b73c-4e5b-a270-f50439d73f68
192,"Odesa, Ukraine 2023-05-24 00:00:00","2023-05-24 00:00:00, Odesa,
Tactical Event Report

Summary:

A new passenger route has been opened across the Dnestr Liman between Ovidiopol and Belgorod-Dnestrovsky, using ""underwater wings"" to navigate the waterway. The route was tested in advance to ensure compliance with military safety requirements.


Total Events: 1

Military:
1. ""Podvodnye Krylya"" Passenger Route Opens Across Dnestr Liman - A passenger route across the Dnestr Liman has been opened between Ovidiopol and Belgorod-Dnestrovsky, with boats using ""underwater wings"" to navigate the waterway. The route was tested in advance to ensure compliance with military safety requirements. | Source(s): Twitter, author: weather_odessa|UNIAN, author: Лариса Козовая


",[' Military Intelligence'],"A passenger route across the Dnestr Liman has been opened between Ovidiopol and Belgorod-Dnestrovsky, with boats using ""underwater wings"" to navigate the waterway. The route was tested in advance to ensure compliance with military safety requirements.","['Twitter, author: weather_odessa|UNIAN, author: Лариса Козовая']",Odesa,Ukraine,46.4843023,30.7322878,2023-05-24,3,36002846-d050-4825-86db-55aa5e0ae1aa,b79c845e-2069-4200-a40f-74ae8ee6e5be
193,"Oleksandrivka, Ukraine 2023-05-28 00:00:00","2023-05-28 00:00:00, Oleksandrivka,
Tactical Event Report

Summary:

The tactical event report from Oleksandrivka on May 28, 2023, highlights six events in the area. The infrastructure in the area is severely damaged, with the hospital being shelled with cluster bombs during a meeting to discuss patient evacuation. The district hospital was the first to be restored, but most of the administrative buildings in Velyka Oleksandrivka remain in ruins. The land in and around Oleksandrivka is mined, posing a threat to local infrastructure. Due to the ongoing conflict and occupation, the number of patients with long-standing diseases has increased in the area, and civilians are experiencing apathy, depression, and anger. The locals have reported hitting mines in the forests and fields, which is a significant threat to the local population.


Total Events: 6

Infrastructure:
1. Hospital Damage - The hospital in Oleksandrivka was shelled with cluster bombs during a meeting to discuss where to evacuate patients. The hospital was closed and the bedridden patients were evacuated to a medical facility in Beryslav, 70 kilometers away.  | Source(s): Hromadske.ua

2. Ruined Buildings - Most of the administrative buildings in Velyka Oleksandrivka are still in ruins after the occupation. The district hospital was the first to be restored, but the rest of the buildings remain damaged.  | Source(s): Hromadske.ua

3. Mined Land - The land in and around Oleksandrivka is mined, posing a threat to local infrastructure.  | Source(s): Hromadske.ua


Civilian:
1. Increase in Long-Standing Diseases - Due to the ongoing conflict and occupation, the number of patients with long-standing diseases has increased in the area. The hospital in Velyka Oleksandrivka has reported an increase in patients with chronic illnesses.  | Source(s): Hromadske.ua

2. Psychological Effects of War - Civillians in the area are experiencing apathy, depression, and anger as a result of the ongoing conflict and occupation. These less visible manifestations of the war are affecting people's mental health and well-being.  | Source(s): Hromadske.ua

3. Landmines - The land in and around Oleksandrivka is mined, posing a threat to the local population. Locals have reported hitting mines in the forests and fields.  | Source(s): Hromadske.ua


","[' Civillian Impact', ' Civillian Impact', ' Civillian Impact', ' Infrastructure Impact', ' Infrastructure Impact', ' Infrastructure Impact']","Due to the ongoing conflict and occupation, the number of patients with long-standing diseases has increased in the area. The hospital in Velyka Oleksandrivka has reported an increase in patients with chronic illnesses. 

Civillians in the area are experiencing apathy, depression, and anger as a result of the ongoing conflict and occupation. These less visible manifestations of the war are affecting people's mental health and well-being. 

The land in and around Oleksandrivka is mined, posing a threat to the local population. Locals have reported hitting mines in the forests and fields. 

The hospital in Oleksandrivka was shelled with cluster bombs during a meeting to discuss where to evacuate patients. The hospital was closed and the bedridden patients were evacuated to a medical facility in Beryslav, 70 kilometers away. 

Most of the administrative buildings in Velyka Oleksandrivka are still in ruins after the occupation. The district hospital was the first to be restored, but the rest of the buildings remain damaged. 

The land in and around Oleksandrivka is mined, posing a threat to local infrastructure. ","['Hromadske.ua', 'Hromadske.ua', 'Hromadske.ua', 'Hromadske.ua', 'Hromadske.ua', 'Hromadske.ua']",Oleksandrivka,Ukraine,46.3279486,30.6312513,2023-05-28,3,"74ca3a2f-6f95-4b41-b120-320f3f3bceb7, 74ca3a2f-6f95-4b41-b120-320f3f3bceb7, 74ca3a2f-6f95-4b41-b120-320f3f3bceb7, 74ca3a2f-6f95-4b41-b120-320f3f3bceb7, 74ca3a2f-6f95-4b41-b120-320f3f3bceb7, 74ca3a2f-6f95-4b41-b120-320f3f3bceb7",0e622109-d0a9-42b3-bc65-232a297b9623
194,"Peremoha, Ukraine 2023-05-11 00:00:00","2023-05-11 00:00:00, Peremoha,
Tactical Event Report

Summary:

On May 11, 2023, three events were reported in the village of Peremoha. Two mass graves were discovered, one containing residents killed by Nazis in WWII and the other containing residents killed by Russians in spring '22. These events have had a significant impact on the local civilian population, causing grief and trauma for the families of those killed. The sources for these events were Twitter and the Denys Kazanskyi Telegram channel.


Total Events: 3

Military:
1. Residents killed by Nazis and Russians - In the village of Peremoha, there are two mass graves. One on the left is of residents killed by Nazis in WWII, and the one on the right is of residents killed by Russians in spring '22. | Source(s): Twitter, @ukraine_world, Denys Kazanskyi Telegram channel https://t.co/3ugCK4LQ5k


Civilian:
1. Residents killed by Russians in spring '22 - According to the provided sources, there is a mass grave of residents killed by Russians in spring '22 in the village of Peremoha. This event has had a significant impact on the local civilian population, causing grief and trauma for the families of those killed. | Source(s): Twitter, @ukraine_world|Denys Kazanskyi Telegram channel

2. Mass grave of residents killed by Nazis in WWII - The sources indicate that there is a mass grave of residents killed by Nazis in WWII in the village of Peremoha. This event has had a lasting impact on the local civilian population, causing grief and trauma for the families of those killed. | Source(s): Twitter, @ukraine_world|Denys Kazanskyi Telegram channel


","[' Military Losses', ' Civillian Impact', ' Civillian Impact']","In the village of Peremoha, there are two mass graves. One on the left is of residents killed by Nazis in WWII, and the one on the right is of residents killed by Russians in spring '22.

According to the provided sources, there is a mass grave of residents killed by Russians in spring '22 in the village of Peremoha. This event has had a significant impact on the local civilian population, causing grief and trauma for the families of those killed.

The sources indicate that there is a mass grave of residents killed by Nazis in WWII in the village of Peremoha. This event has had a lasting impact on the local civilian population, causing grief and trauma for the families of those killed.","['Twitter, @ukraine_world, Denys Kazanskyi Telegram channel https://t.co/3ugCK4LQ5k', 'Twitter, @ukraine_world|Denys Kazanskyi Telegram channel', 'Twitter, @ukraine_world|Denys Kazanskyi Telegram channel']",Peremoha,Ukraine,46.674393,35.247437,2023-05-11,3,"2e41bfb4-2819-40c4-84d4-de6c7f0985b8, 21634b87-38b3-495b-b1d9-89398d9ebb89, 21634b87-38b3-495b-b1d9-89398d9ebb89",3d57e6b3-a0e4-4911-9eeb-0fbd72fe105e
195,"Petrovskoye, Russia 2023-05-05 00:00:00","2023-05-05 00:00:00, Petrovskoye,
Tactical Event Report

Summary:

On May 5th, 2023, there were three tactical events reported in Petrovskoye. The Russian Defense Ministry reported that Ukrainian army units in the areas of Nevskoye in the Lugansk People's Republic and Torskoye and Serebryanka in the Donetsk People's Republic suffered losses over the past 24 hours. Ukrainian army losses on this axis amounted up to 65 servicemen, one armored combat vehicle, one pickup and D-20 and D-30 howitzers. An artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic. This event may have caused damage to local infrastructure in the area. The sources for this information were the Lugansk Media Centre and the Russian Defense Ministry.


Total Events: 3

Military:
1. Ukrainian Army Suffers Losses on Krasny Liman Axis - The Russian Defense Ministry reported that Ukrainian army units in the areas of Nevskoye in the Lugansk People's Republic and Torskoye and Serebryanka in the Donetsk People's Republic suffered losses over the past 24 hours. Ukrainian army losses on this axis amounted up to 65 servicemen, one armored combat vehicle, one pickup and D-20 and D-30 howitzers. An artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic. | Source(s): Lugansk Media Centre|Russian Defense Ministry

2. Ukrainian Army Suffers Losses on Krasny Liman Axis - The Russian Defense Ministry reported that Ukrainian army units in the areas of Nevskoye in the Lugansk People's Republic and Torskoye and Serebryanka in the Donetsk People's Republic suffered losses over the past 24 hours. Ukrainian army losses on this axis amounted up to 65 servicemen, one armored combat vehicle, one pickup and D-20 and D-30 howitzers. An artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic. | Source(s): Lugansk Media Centre|Russian Defense Ministry


Infrastructure:
1. Artillery ammunition dump of Ukrainian army's 66th Mechanized Brigade destroyed - According to the Russian Defense Ministry, an artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic. This event may have caused damage to local infrastructure in the area. | Source(s): Lugansk Media Centre, Russian Defense Ministry


","[' Military Operation', ' Military Losses', ' Infrastructure Impact']","The Russian Defense Ministry reported that Ukrainian army units in the areas of Nevskoye in the Lugansk People's Republic and Torskoye and Serebryanka in the Donetsk People's Republic suffered losses over the past 24 hours. Ukrainian army losses on this axis amounted up to 65 servicemen, one armored combat vehicle, one pickup and D-20 and D-30 howitzers. An artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic.

The Russian Defense Ministry reported that Ukrainian army units in the areas of Nevskoye in the Lugansk People's Republic and Torskoye and Serebryanka in the Donetsk People's Republic suffered losses over the past 24 hours. Ukrainian army losses on this axis amounted up to 65 servicemen, one armored combat vehicle, one pickup and D-20 and D-30 howitzers. An artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic.

According to the Russian Defense Ministry, an artillery ammunition dump of the Ukrainian army's 66th Mechanized Brigade was destroyed in the Petrovskoye settlement area in the Lugansk People's Republic. This event may have caused damage to local infrastructure in the area.","['Lugansk Media Centre|Russian Defense Ministry', 'Lugansk Media Centre|Russian Defense Ministry', 'Lugansk Media Centre, Russian Defense Ministry']",Petrovskoye,Russia,51.9219982,41.749506,2023-05-05,3,"6e43d1e8-992a-46e8-8e5a-dcf3461234cf, 6e43d1e8-992a-46e8-8e5a-dcf3461234cf, 37a15364-3bdc-4e22-81f5-97aa15e2758b",c13b5b50-1cb1-4835-8e3b-7be409e783ff
196,"Petrovskoye, Russia 2023-05-23 00:00:00","2023-05-23 00:00:00, Petrovskoye,
Tactical Event Report

Summary:

On May 23, 2023, Russian Task Force ""West"" and ""Center"" conducted air and artillery strikes on Ukrainian army units in multiple locations in the Kharkhov region, Lugansk People's Republic, and Donetsk People's Republic. The strikes resulted in significant losses for the Ukrainian army, including the loss of armored fighting vehicles, cars, and howitzers. The enemy lost over 110 servicemen on the Kupyansk axis and over 65 servicemen on the Krasny Liman axis. The source of the report is the Lugansk Media Centre and the Russian Defense Ministry.


Total Events: 2

Military:
1. Ukrainian Army Suffers Significant Losses in Russian Air and Artillery Strikes - Russian Task Force ""West"" carried out operations and delivered air- and artillery strikes at Ukrainian army units in the areas of Masyutovka, Timkovka, and Tabayevka in the Kharkhov region and Novoselovskoye in the Lugansk People's Republic. On the Krasny Liman axis, Task Force ""Center"" warplanes, artillery, and heavy flamethrower systems inflicted damage on Ukrainian army units in the areas of Chervonaya Dibrova in the Lugansk People's Republic and Serebryanka in the Donetsk People's Republic. Enemy losses on the Kupyansk axis over the past 24 hours amounted up to 110 servicemen, two armored fighting vehicles, and two cars. The enemy lost more than 65 servicemen, three armored fighting vehicles, two cars, and Msta-B, D-20, and D-30 howitzers on the Krasny Liman axis. | Source(s): Lugansk Media Centre|Russian Defense Ministry

2. Russian Forces Conduct Air and Artillery Strikes on Ukrainian Army Units - Russian Task Force ""West"" carried out operations and delivered air- and artillery strikes at Ukrainian army units in the areas of Masyutovka, Timkovka, and Tabayevka in the Kharkhov region and Novoselovskoye in the Lugansk People's Republic. On the Krasny Liman axis, Task Force ""Center"" warplanes, artillery, and heavy flamethrower systems inflicted damage on Ukrainian army units in the areas of Chervonaya Dibrova in the Lugansk People's Republic and Serebryanka in the Donetsk People's Republic. | Source(s): Lugansk Media Centre|Russian Defense Ministry


","[' Military Operation', ' Military Losses']","Russian Task Force ""West"" carried out operations and delivered air- and artillery strikes at Ukrainian army units in the areas of Masyutovka, Timkovka, and Tabayevka in the Kharkhov region and Novoselovskoye in the Lugansk People's Republic. On the Krasny Liman axis, Task Force ""Center"" warplanes, artillery, and heavy flamethrower systems inflicted damage on Ukrainian army units in the areas of Chervonaya Dibrova in the Lugansk People's Republic and Serebryanka in the Donetsk People's Republic.

Russian Task Force ""West"" carried out operations and delivered air- and artillery strikes at Ukrainian army units in the areas of Masyutovka, Timkovka, and Tabayevka in the Kharkhov region and Novoselovskoye in the Lugansk People's Republic. On the Krasny Liman axis, Task Force ""Center"" warplanes, artillery, and heavy flamethrower systems inflicted damage on Ukrainian army units in the areas of Chervonaya Dibrova in the Lugansk People's Republic and Serebryanka in the Donetsk People's Republic. Enemy losses on the Kupyansk axis over the past 24 hours amounted up to 110 servicemen, two armored fighting vehicles, and two cars. The enemy lost more than 65 servicemen, three armored fighting vehicles, two cars, and Msta-B, D-20, and D-30 howitzers on the Krasny Liman axis.","['Lugansk Media Centre|Russian Defense Ministry', 'Lugansk Media Centre|Russian Defense Ministry']",Petrovskoye,Russia,51.9219982,41.749506,2023-05-23,3,"0a62e936-56dd-45fe-9c24-cc27f76d8644, 0a62e936-56dd-45fe-9c24-cc27f76d8644",b99841ec-18e3-41de-9b5f-212365e3ec18
197,"Petrovskoye, Russia 2023-05-30 00:00:00","2023-05-30 00:00:00, Petrovskoye,
Tactical Event Report

Summary:

On May 30th, 2023, three tactical events occurred in Petrovskoye. The first event involved Russian forces eliminating 125 Ukrainian servicemen on the Kupyansk and Krasny Liman axes, resulting in significant losses for the Ukrainian army. The second event involved Russian air defense systems shooting down seven HIMARS MLRS shells and one HARM anti-radiation missile launched by Ukrainian forces. The third event involved Ukrainian forces hitting multiple targets, including control points, arms and military equipment focus areas, an ammo depot, air defense vehicles, and important targets. Sources for these events include Lugansk Media Centre and South Front.


Total Events: 3

Military:
1. Russian Forces Eliminate 125 Ukrainian Servicemen - Russian armed forces have killed about 125 Ukrainian servicemen on the Kupyansk and Krasny Liman axes over the past 24 hours. On the Kupyansk axis, Battle Group ""West"" artillery inflicted damage on Ukrainian army units in the areas of Timkovka in the Kharkov region and Novoselovskoye in the Lugansk People's Republic. A Ukrainian sabotage and reconnaissance group was thwarted in the area of Sinkovka in the Kharkov region. Ukrainian army losses on this axis over the past 24 hours amounted up to 40 servicemen, three cars and one ""Gvozdika"" self-propelled howitzer. On the Krasny Liman axis, Battle Group ""Center"" aircraft and artillery inflicted damage on enemy manpower in the areas of Chervonaya Dibrova and Kuzmino in the Lugansk People's Republic and Yampolovka in the Donetsk People's Republic. Enemy losses amounted to more than 85 servicemen, two armored fighting vehicles, two pickups, one D-20 howitzer and one ""Gvozdika"" self-propelled howitzer. | Source(s): Lugansk Media Centre|South Front

2. Russian Air Defense Systems Shoot Down Ukrainian Missiles - Russian air defense systems shot down 7 HIMARS MLRS shells and 1 HARM anti-radiation missile launched by Ukrainian forces. | Source(s): Lugansk Media Centre|South Front

3. Ukrainian Forces Hit Multiple Targets - The Ukrainian Armed Forces reportedly hit 2 control points, 3 arms and military equipment focus areas, an ammo depot, 3 air defence vehicles and 3 important targets in the past 24 hours. | Source(s): South Front


","[' Military Operation', ' Military Operation', ' Military Losses']","Russian air defense systems shot down 7 HIMARS MLRS shells and 1 HARM anti-radiation missile launched by Ukrainian forces.

The Ukrainian Armed Forces reportedly hit 2 control points, 3 arms and military equipment focus areas, an ammo depot, 3 air defence vehicles and 3 important targets in the past 24 hours.

Russian armed forces have killed about 125 Ukrainian servicemen on the Kupyansk and Krasny Liman axes over the past 24 hours. On the Kupyansk axis, Battle Group ""West"" artillery inflicted damage on Ukrainian army units in the areas of Timkovka in the Kharkov region and Novoselovskoye in the Lugansk People's Republic. A Ukrainian sabotage and reconnaissance group was thwarted in the area of Sinkovka in the Kharkov region. Ukrainian army losses on this axis over the past 24 hours amounted up to 40 servicemen, three cars and one ""Gvozdika"" self-propelled howitzer. On the Krasny Liman axis, Battle Group ""Center"" aircraft and artillery inflicted damage on enemy manpower in the areas of Chervonaya Dibrova and Kuzmino in the Lugansk People's Republic and Yampolovka in the Donetsk People's Republic. Enemy losses amounted to more than 85 servicemen, two armored fighting vehicles, two pickups, one D-20 howitzer and one ""Gvozdika"" self-propelled howitzer.","['Lugansk Media Centre|South Front', 'South Front', 'Lugansk Media Centre|South Front']",Petrovskoye,Russia,51.9219982,41.749506,2023-05-30,3,"f7285c37-79eb-4e53-ae78-0e9bcfaa1e12, f7285c37-79eb-4e53-ae78-0e9bcfaa1e12, f7285c37-79eb-4e53-ae78-0e9bcfaa1e12",b4075ba7-d201-4bbd-90a6-cf9294eb9edd
198,"Pravda, Ukraine 2023-05-04 00:00:00","2023-05-04 00:00:00, Pravda,
Tactical Event Report

Summary:

According to military analyst Alexander Mikhailov, Ukrainian and NATO special services are organizing terrorist attacks in Russia, targeting Bank Street, Ukrainian government facilities, and critical infrastructure in Ukraine. Missile strikes are also predicted to be directed at Ukrainian Armed Forces' units. Ukrainian President Volodymyr Zelensky stated that Ukraine is actively preparing for a counteroffensive and has no options for failure, with the entire Ukrainian society thinking about how to strengthen the army.


Total Events: 2

Military:
1. Ukrainian and NATO Special Services Organize Terrorist Attacks in Russia - Ukrainian and NATO special services are increasingly organizing terrorist attacks in Russia, according to military analyst Alexander Mikhailov. He predicts that attacks will be carried out on Bank Street, all Ukrainian government facilities, and critical infrastructure in Ukraine. Missile strikes will also be directed at the Ukrainian Armed Forces' units.  | Source(s): PravdaReport, Инна Новикова

2. Zelensky on Counteroffensive - Ukrainian President Volodymyr Zelensky stated that Ukraine is actively preparing for a counteroffensive and has no options for failure. He emphasized that the entire Ukrainian society is thinking about a counteroffensive and how to strengthen the army.  | Source(s): Censor.net, N/A|Ukrainian Pravda


","[' Military Intelligence', ' Military Leadership']","Ukrainian and NATO special services are increasingly organizing terrorist attacks in Russia, according to military analyst Alexander Mikhailov. He predicts that attacks will be carried out on Bank Street, all Ukrainian government facilities, and critical infrastructure in Ukraine. Missile strikes will also be directed at the Ukrainian Armed Forces' units. 

Ukrainian President Volodymyr Zelensky stated that Ukraine is actively preparing for a counteroffensive and has no options for failure. He emphasized that the entire Ukrainian society is thinking about a counteroffensive and how to strengthen the army. ","['PravdaReport, Инна Новикова', 'Censor.net, N/A|Ukrainian Pravda']",Pravda,Ukraine,47.887585,40.504475,2023-05-04,3,"7ae2703b-7169-498d-9abd-2c96d5e076c3, 7ae2703b-7169-498d-9abd-2c96d5e076c3",e6cdf3aa-7f5a-4368-86cd-35102e1cb9f4
199,"Pravda, Ukraine 2023-05-07 00:00:00","2023-05-07 00:00:00, Pravda,
Tactical Event Report

Summary:

On May 7th, 2023, two tactical events occurred in Pravda. The first event reported the Czech President's belief that the West should be prepared for the possibility of no complete victory in the Russian-Ukrainian war. He also warned Ukrainians not to underestimate the Russians. The second event reported that six officers of the state emergency service were killed in the Kherson region by Russian terrorists while clearing the land of mines and bombs.


Total Events: 2

Military:
1. Czech President Pavel on Ukraine's Counteroffensive - The President of the Czech Republic, Petr Pavel, believes that the West should be prepared for the fact that there will not be a complete victory in the Russian-Ukrainian war. He also stated that Ukrainians should not underestimate the Russians, as they have enough manpower and equipment to defend themselves. | Source(s): Censor.net|European Pravda

2. Russian Terrorists Kill Six Officers of State Emergency Service - Six officers of the state emergency service were killed in the Kherson region while clearing the land of mines and bombs when terrorists shelled them. | Source(s): Twitter, @OlenaHalushka|Censor.net


","[' Military Operation', ' Military Leadership']","Six officers of the state emergency service were killed in the Kherson region while clearing the land of mines and bombs when terrorists shelled them.

The President of the Czech Republic, Petr Pavel, believes that the West should be prepared for the fact that there will not be a complete victory in the Russian-Ukrainian war. He also stated that Ukrainians should not underestimate the Russians, as they have enough manpower and equipment to defend themselves.","['Twitter, @OlenaHalushka|Censor.net', 'Censor.net|European Pravda']",Pravda,Ukraine,47.887585,40.504475,2023-05-07,3,"e4c8b0da-96b8-470f-ab14-cb6c526ef923, e4c8b0da-96b8-470f-ab14-cb6c526ef923",06600502-568d-411e-8b10-534ec0e288cf
